path,pH,well,hour,split
Preprocessed_Data/264 hr/pH7 Hydrolytic/cropped_264hr_pH7_W41.JPG,7,41,264,train
Preprocessed_Data/0 hr/pH7 Hydrolytic/cropped_0hr_pH7_W42.JPG,7,42,0,train
Preprocessed_Data/24 hr/pH7 Hydrolytic/cropped_24hr_pH7_W42.JPG,7,42,24,train
Preprocessed_Data/30 hr/pH7 Hydrolytic/cropped_30hr_pH7_W42.jpg,7,42,30,train
Preprocessed_Data/48 hr/pH7 Hydrolytic/cropped_48hr_pH7_W42.JPG,7,42,48,train
Preprocessed_Data/72 hr/pH7 Hydrolytic/cropped_72hr_pH7_W42.JPG,7,42,72,train
Preprocessed_Data/95 hr/pH7 Hydrolytic/cropped_95hr_pH7_W42.JPG,7,42,95,train
Preprocessed_Data/120 hr/pH7 Hydrolytic/cropped_120hr_pH7_W42.JPG,7,42,120,train
Preprocessed_Data/168 hr/pH7 Hydrolytic/cropped_168hr_pH7_W42.JPG,7,42,168,train
Preprocessed_Data/192 hr/pH7 Hydrolytic/cropped_192hr_pH7_W42.JPG,7,42,192,train
Preprocessed_Data/216 hr/pH7 Hydrolytic/cropped_216hr_pH7_W42.JPG,7,42,216,train
Preprocessed_Data/264 hr/pH7 Hydrolytic/cropped_264hr_pH7_W42.JPG,7,42,264,train
Preprocessed_Data/0 hr/pH7 Hydrolytic/cropped_0hr_pH7_W43.JPG,7,43,0,train
Preprocessed_Data/24 hr/pH7 Hydrolytic/cropped_24hr_pH7_W43.JPG,7,43,24,train
Preprocessed_Data/30 hr/pH7 Hydrolytic/cropped_30hr_pH7_W43.JPG,7,43,30,train
Preprocessed_Data/48 hr/pH7 Hydrolytic/cropped_48hr_pH7_W43.JPG,7,43,48,train
Preprocessed_Data/72 hr/pH7 Hydrolytic/cropped_72hr_pH7_W43.JPG,7,43,72,train
Preprocessed_Data/95 hr/pH7 Hydrolytic/cropped_95hr_pH7_W43.JPG,7,43,95,train
Preprocessed_Data/120 hr/pH7 Hydrolytic/cropped_120hr_pH7_W43.JPG,7,43,120,train
Preprocessed_Data/168 hr/pH7 Hydrolytic/cropped_168hr_pH7_W43.JPG,7,43,168,train
Preprocessed_Data/192 hr/pH7 Hydrolytic/cropped_192hr_pH7_W43.JPG,7,43,192,train
Preprocessed_Data/216 hr/pH7 Hydrolytic/cropped_216hr_pH7_W43.JPG,7,43,216,train
Preprocessed_Data/264 hr/pH7 Hydrolytic/cropped_264hr_pH7_W43.JPG,7,43,264,train
Preprocessed_Data/0 hr/pH7 Hydrolytic/cropped_0hr_pH7_W46.JPG,7,46,0,train
Preprocessed_Data/24 hr/pH7 Hydrolytic/cropped_24hr_pH7_W46.JPG,7,46,24,train
Preprocessed_Data/30 hr/pH7 Hydrolytic/cropped_30hr_pH7_W46.JPG,7,46,30,train
Preprocessed_Data/48 hr/pH7 Hydrolytic/cropped_48hr_pH7_W46.JPG,7,46,48,train
Preprocessed_Data/72 hr/pH7 Hydrolytic/cropped_72hr_pH7_W46.JPG,7,46,72,train
Preprocessed_Data/95 hr/pH7 Hydrolytic/cropped_95hr_pH7_W46.JPG,7,46,95,train
Preprocessed_Data/120 hr/pH7 Hydrolytic/cropped_120hr_pH7_W46.JPG,7,46,120,train
Preprocessed_Data/168 hr/pH7 Hydrolytic/cropped_168hr_pH7_W46.JPG,7,46,168,train
Preprocessed_Data/192 hr/pH7 Hydrolytic/cropped_192hr_pH7_W46.JPG,7,46,192,train
Preprocessed_Data/216 hr/pH7 Hydrolytic/cropped_216hr_pH7_W46.JPG,7,46,216,train
Preprocessed_Data/264 hr/pH7 Hydrolytic/cropped_264hr_pH7_W46.JPG,7,46,264,train
Preprocessed_Data/0 hr/pH7 Hydrolytic/cropped_0hr_pH7_W47.JPG,7,47,0,train
Preprocessed_Data/24 hr/pH7 Hydrolytic/cropped_24hr_pH7_W47.JPG,7,47,24,train
Preprocessed_Data/30 hr/pH7 Hydrolytic/cropped_30hr_pH7_W47.JPG,7,47,30,train
Preprocessed_Data/48 hr/pH7 Hydrolytic/cropped_48hr_pH7_W47.JPG,7,47,48,train
Preprocessed_Data/72 hr/pH7 Hydrolytic/cropped_72hr_pH7_W47.JPG,7,47,72,train
Preprocessed_Data/95 hr/pH7 Hydrolytic/cropped_95hr_pH7_W47.JPG,7,47,95,train
Preprocessed_Data/120 hr/pH7 Hydrolytic/cropped_120hr_pH7_W47.JPG,7,47,120,train
Preprocessed_Data/168 hr/pH7 Hydrolytic/cropped_168hr_pH7_W47.JPG,7,47,168,train
Preprocessed_Data/192 hr/pH7 Hydrolytic/cropped_192hr_pH7_W47.JPG,7,47,192,train
Preprocessed_Data/216 hr/pH7 Hydrolytic/cropped_216hr_pH7_W47.JPG,7,47,216,train
Preprocessed_Data/264 hr/pH7 Hydrolytic/cropped_264hr_pH7_W47.JPG,7,47,264,train
Preprocessed_Data/0 hr/pH8 Hydrolytic/cropped_0hr_pH8_W2.JPG,8,2,0,train
Preprocessed_Data/24 hr/pH8 Hydrolytic/cropped_24hr_pH8_W2.JPG,8,2,24,train
Preprocessed_Data/30 hr/pH8 Hydrolytic/cropped_30hr_pH8_W2.JPG,8,2,30,train
Preprocessed_Data/48 hr/pH8 Hydrolytic/cropped_48hr_pH8_W2.JPG,8,2,48,train
Preprocessed_Data/72 hr/pH8 Hydrolytic/cropped_72hr_pH8_W2.JPG,8,2,72,train
Preprocessed_Data/95 hr/pH8 Hydrolytic/cropped_95hr_pH8_W2.JPG,8,2,95,train
Preprocessed_Data/120 hr/pH8 Hydrolytic/cropped_120hr_pH8_W2.JPG,8,2,120,train
Preprocessed_Data/168 hr/pH8 Hydrolytic/cropped_168hr_pH8_W2.JPG,8,2,168,train
Preprocessed_Data/192 hr/pH8 Hydrolytic/cropped_192hr_pH8_W2.JPG,8,2,192,train
Preprocessed_Data/216 hr/pH8 Hydrolytic/cropped_216hr_pH8_W2.JPG,8,2,216,train
Preprocessed_Data/0 hr/pH8 Hydrolytic/cropped_0hr_pH8_W3.JPG,8,3,0,train
Preprocessed_Data/24 hr/pH8 Hydrolytic/cropped_24hr_pH8_W3.JPG,8,3,24,train
Preprocessed_Data/30 hr/pH8 Hydrolytic/cropped_30hr_pH8_W3.JPG,8,3,30,train
Preprocessed_Data/48 hr/pH8 Hydrolytic/cropped_48hr_pH8_W3.JPG,8,3,48,train
Preprocessed_Data/72 hr/pH8 Hydrolytic/cropped_72hr_pH8_W3.JPG,8,3,72,train
Preprocessed_Data/95 hr/pH8 Hydrolytic/cropped_95hr_pH8_W3.JPG,8,3,95,train
Preprocessed_Data/120 hr/pH8 Hydrolytic/cropped_120hr_pH8_W3.JPG,8,3,120,train
Preprocessed_Data/168 hr/pH8 Hydrolytic/cropped_168hr_pH8_W3.JPG,8,3,168,train
Preprocessed_Data/192 hr/pH8 Hydrolytic/cropped_192hr_pH8_W3.JPG,8,3,192,train
Preprocessed_Data/216 hr/pH8 Hydrolytic/cropped_216hr_pH8_W3.JPG,8,3,216,train
Preprocessed_Data/264 hr/pH8 Hydrolytic/cropped_264hr_pH8_W3.JPG,8,3,264,train
Preprocessed_Data/0 hr/pH8 Hydrolytic/cropped_0hr_pH8_W4.JPG,8,4,0,train
Preprocessed_Data/24 hr/pH8 Hydrolytic/cropped_24hr_pH8_W4.JPG,8,4,24,train
Preprocessed_Data/30 hr/pH8 Hydrolytic/cropped_30hr_pH8_W4.JPG,8,4,30,train
Preprocessed_Data/48 hr/pH8 Hydrolytic/cropped_48hr_pH8_W4.JPG,8,4,48,train
Preprocessed_Data/72 hr/pH8 Hydrolytic/cropped_72hr_pH8_W4.JPG,8,4,72,train
Preprocessed_Data/95 hr/pH8 Hydrolytic/cropped_95hr_pH8_W4.JPG,8,4,95,train
Preprocessed_Data/120 hr/pH8 Hydrolytic/cropped_120hr_pH8_W4.JPG,8,4,120,train
Preprocessed_Data/168 hr/pH8 Hydrolytic/cropped_168hr_pH8_W4.JPG,8,4,168,train
Preprocessed_Data/192 hr/pH8 Hydrolytic/cropped_192hr_pH8_W4.JPG,8,4,192,train
Preprocessed_Data/216 hr/pH8 Hydrolytic/cropped_216hr_pH8_W4.JPG,8,4,216,train
Preprocessed_Data/264 hr/pH8 Hydrolytic/cropped_264hr_pH8_W4.JPG,8,4,264,train
Preprocessed_Data/0 hr/pH8 Hydrolytic/cropped_0hr_pH8_W5.JPG,8,5,0,train
Preprocessed_Data/24 hr/pH8 Hydrolytic/cropped_24hr_pH8_W5.JPG,8,5,24,train
Preprocessed_Data/30 hr/pH8 Hydrolytic/cropped_30hr_pH8_W5.JPG,8,5,30,train
Preprocessed_Data/48 hr/pH8 Hydrolytic/cropped_48hr_pH8_W5.JPG,8,5,48,train
Preprocessed_Data/72 hr/pH8 Hydrolytic/cropped_72hr_pH8_W5.JPG,8,5,72,train
Preprocessed_Data/95 hr/pH8 Hydrolytic/cropped_95hr_pH8_W5.JPG,8,5,95,train
Preprocessed_Data/120 hr/pH8 Hydrolytic/cropped_120hr_pH8_W5.JPG,8,5,120,train
Preprocessed_Data/168 hr/pH8 Hydrolytic/cropped_168hr_pH8_W5.JPG,8,5,168,train
Preprocessed_Data/192 hr/pH8 Hydrolytic/cropped_192hr_pH8_W5.JPG,8,5,192,train
Preprocessed_Data/216 hr/pH8 Hydrolytic/cropped_216hr_pH8_W5.JPG,8,5,216,train
Preprocessed_Data/264 hr/pH8 Hydrolytic/cropped_264hr_pH8_W5.JPG,8,5,264,train
Preprocessed_Data/0 hr/pH8 Hydrolytic/cropped_0hr_pH8_W6.JPG,8,6,0,train
Preprocessed_Data/24 hr/pH8 Hydrolytic/cropped_24hr_pH8_W6.JPG,8,6,24,train
Preprocessed_Data/30 hr/pH8 Hydrolytic/cropped_30hr_pH8_W6.JPG,8,6,30,train
Preprocessed_Data/48 hr/pH8 Hydrolytic/cropped_48hr_pH8_W6.JPG,8,6,48,train
Preprocessed_Data/72 hr/pH8 Hydrolytic/cropped_72hr_pH8_W6.JPG,8,6,72,train
Preprocessed_Data/95 hr/pH8 Hydrolytic/cropped_95hr_pH8_W6.JPG,8,6,95,train
Preprocessed_Data/120 hr/pH8 Hydrolytic/cropped_120hr_pH8_W6.JPG,8,6,120,train
Preprocessed_Data/168 hr/pH8 Hydrolytic/cropped_168hr_pH8_W6.JPG,8,6,168,train
Preprocessed_Data/192 hr/pH8 Hydrolytic/cropped_192hr_pH8_W6.JPG,8,6,192,train
Preprocessed_Data/216 hr/pH8 Hydrolytic/cropped_216hr_pH8_W6.JPG,8,6,216,train
Preprocessed_Data/264 hr/pH8 Hydrolytic/cropped_264hr_pH8_W6.JPG,8,6,264,train
Preprocessed_Data/0 hr/pH8 Hydrolytic/cropped_0hr_pH8_W8.JPG,8,8,0,train
Preprocessed_Data/24 hr/pH8 Hydrolytic/cropped_24hr_pH8_W8.JPG,8,8,24,train
Preprocessed_Data/30 hr/pH8 Hydrolytic/cropped_30hr_pH8_W8.JPG,8,8,30,train
Preprocessed_Data/48 hr/pH8 Hydrolytic/cropped_48hr_pH8_W8.JPG,8,8,48,train
Preprocessed_Data/72 hr/pH8 Hydrolytic/cropped_72hr_pH8_W8.JPG,8,8,72,train
Preprocessed_Data/95 hr/pH8 Hydrolytic/cropped_95hr_pH8_W8.JPG,8,8,95,train
Preprocessed_Data/120 hr/pH8 Hydrolytic/cropped_120hr_pH8_W8.JPG,8,8,120,train
Preprocessed_Data/168 hr/pH8 Hydrolytic/cropped_168hr_pH8_W8.JPG,8,8,168,train
Preprocessed_Data/192 hr/pH8 Hydrolytic/cropped_192hr_pH8_W8.JPG,8,8,192,train
Preprocessed_Data/216 hr/pH8 Hydrolytic/cropped_216hr_pH8_W8.JPG,8,8,216,train
Preprocessed_Data/264 hr/pH8 Hydrolytic/cropped_264hr_pH8_W8.JPG,8,8,264,train
Preprocessed_Data/0 hr/pH8 Hydrolytic/cropped_0hr_pH8_W9.JPG,8,9,0,train
Preprocessed_Data/24 hr/pH8 Hydrolytic/cropped_24hr_pH8_W9.JPG,8,9,24,train
Preprocessed_Data/30 hr/pH8 Hydrolytic/cropped_30hr_pH8_W9.JPG,8,9,30,train
Preprocessed_Data/48 hr/pH8 Hydrolytic/cropped_48hr_pH8_W9.JPG,8,9,48,train
Preprocessed_Data/72 hr/pH8 Hydrolytic/cropped_72hr_pH8_W9.JPG,8,9,72,train
Preprocessed_Data/95 hr/pH8 Hydrolytic/cropped_95hr_pH8_W9.JPG,8,9,95,train
Preprocessed_Data/120 hr/pH8 Hydrolytic/cropped_120hr_pH8_W9.JPG,8,9,120,train
Preprocessed_Data/168 hr/pH8 Hydrolytic/cropped_168hr_pH8_W9.JPG,8,9,168,train
Preprocessed_Data/192 hr/pH8 Hydrolytic/cropped_192hr_pH8_W9.JPG,8,9,192,train
Preprocessed_Data/216 hr/pH8 Hydrolytic/cropped_216hr_pH8_W9.JPG,8,9,216,train
Preprocessed_Data/264 hr/pH8 Hydrolytic/cropped_264hr_pH8_W9.JPG,8,9,264,train
Preprocessed_Data/0 hr/pH8 Hydrolytic/cropped_0hr_pH8_W14.JPG,8,14,0,train
Preprocessed_Data/24 hr/pH8 Hydrolytic/cropped_24hr_pH8_W14.JPG,8,14,24,train
Preprocessed_Data/30 hr/pH8 Hydrolytic/cropped_30hr_pH8_W14.JPG,8,14,30,train
Preprocessed_Data/48 hr/pH8 Hydrolytic/cropped_48hr_pH8_W14.JPG,8,14,48,train
Preprocessed_Data/72 hr/pH8 Hydrolytic/cropped_72hr_pH8_W14.JPG,8,14,72,train
Preprocessed_Data/95 hr/pH8 Hydrolytic/cropped_95hr_pH8_W14.JPG,8,14,95,train
Preprocessed_Data/120 hr/pH8 Hydrolytic/cropped_120hr_pH8_W14.JPG,8,14,120,train
Preprocessed_Data/168 hr/pH8 Hydrolytic/cropped_168hr_pH8_W14.JPG,8,14,168,train
Preprocessed_Data/192 hr/pH8 Hydrolytic/cropped_192hr_pH8_W14.JPG,8,14,192,train
Preprocessed_Data/216 hr/pH8 Hydrolytic/cropped_216hr_pH8_W14.JPG,8,14,216,train
Preprocessed_Data/0 hr/pH8 Hydrolytic/cropped_0hr_pH8_W15.JPG,8,15,0,train
Preprocessed_Data/24 hr/pH8 Hydrolytic/cropped_24hr_pH8_W15.JPG,8,15,24,train
Preprocessed_Data/30 hr/pH8 Hydrolytic/cropped_30hr_pH8_W15.JPG,8,15,30,train
Preprocessed_Data/48 hr/pH8 Hydrolytic/cropped_48hr_pH8_W15.JPG,8,15,48,train
Preprocessed_Data/72 hr/pH8 Hydrolytic/cropped_72hr_pH8_W15.JPG,8,15,72,train
Preprocessed_Data/95 hr/pH8 Hydrolytic/cropped_95hr_pH8_W15.JPG,8,15,95,train
Preprocessed_Data/120 hr/pH8 Hydrolytic/cropped_120hr_pH8_W15.JPG,8,15,120,train
Preprocessed_Data/168 hr/pH8 Hydrolytic/cropped_168hr_pH8_W15.JPG,8,15,168,train
Preprocessed_Data/192 hr/pH8 Hydrolytic/cropped_192hr_pH8_W15.JPG,8,15,192,train
Preprocessed_Data/216 hr/pH8 Hydrolytic/cropped_216hr_pH8_W15.JPG,8,15,216,train
Preprocessed_Data/264 hr/pH8 Hydrolytic/cropped_264hr_pH8_W15.JPG,8,15,264,train
Preprocessed_Data/0 hr/pH8 Hydrolytic/cropped_0hr_pH8_W18.JPG,8,18,0,train
Preprocessed_Data/24 hr/pH8 Hydrolytic/cropped_24hr_pH8_W18.JPG,8,18,24,train
Preprocessed_Data/30 hr/pH8 Hydrolytic/cropped_30hr_pH8_W18.JPG,8,18,30,train
Preprocessed_Data/48 hr/pH8 Hydrolytic/cropped_48hr_pH8_W18.JPG,8,18,48,train
Preprocessed_Data/72 hr/pH8 Hydrolytic/cropped_72hr_pH8_W18.JPG,8,18,72,train
Preprocessed_Data/95 hr/pH8 Hydrolytic/cropped_95hr_pH8_W18.JPG,8,18,95,train
Preprocessed_Data/120 hr/pH8 Hydrolytic/cropped_120hr_pH8_W18.JPG,8,18,120,train
Preprocessed_Data/168 hr/pH8 Hydrolytic/cropped_168hr_pH8_W18.JPG,8,18,168,train
Preprocessed_Data/192 hr/pH8 Hydrolytic/cropped_192hr_pH8_W18.JPG,8,18,192,train
Preprocessed_Data/216 hr/pH8 Hydrolytic/cropped_216hr_pH8_W18.JPG,8,18,216,train
Preprocessed_Data/264 hr/pH8 Hydrolytic/cropped_264hr_pH8_W18.JPG,8,18,264,train
Preprocessed_Data/0 hr/pH8 Hydrolytic/cropped_0hr_pH8_W19.JPG,8,19,0,train
Preprocessed_Data/24 hr/pH8 Hydrolytic/cropped_24hr_pH8_W19.JPG,8,19,24,train
Preprocessed_Data/30 hr/pH8 Hydrolytic/cropped_30hr_pH8_W19.JPG,8,19,30,train
Preprocessed_Data/48 hr/pH8 Hydrolytic/cropped_48hr_pH8_W19.JPG,8,19,48,train
Preprocessed_Data/72 hr/pH8 Hydrolytic/cropped_72hr_pH8_W19.JPG,8,19,72,train
Preprocessed_Data/95 hr/pH8 Hydrolytic/cropped_95hr_pH8_W19.JPG,8,19,95,train
Preprocessed_Data/120 hr/pH8 Hydrolytic/cropped_120hr_pH8_W19.JPG,8,19,120,train
Preprocessed_Data/168 hr/pH8 Hydrolytic/cropped_168hr_pH8_W19.JPG,8,19,168,train
Preprocessed_Data/192 hr/pH8 Hydrolytic/cropped_192hr_pH8_W19.JPG,8,19,192,train
Preprocessed_Data/216 hr/pH8 Hydrolytic/cropped_216hr_pH8_W19.JPG,8,19,216,train
Preprocessed_Data/264 hr/pH8 Hydrolytic/cropped_264hr_pH8_W19.JPG,8,19,264,train
Preprocessed_Data/0 hr/pH8 Hydrolytic/cropped_0hr_pH8_W22.JPG,8,22,0,train
Preprocessed_Data/24 hr/pH8 Hydrolytic/cropped_24hr_pH8_W22.JPG,8,22,24,train
Preprocessed_Data/30 hr/pH8 Hydrolytic/cropped_30hr_pH8_W22.JPG,8,22,30,train
Preprocessed_Data/48 hr/pH8 Hydrolytic/cropped_48hr_pH8_W22.JPG,8,22,48,train
Preprocessed_Data/72 hr/pH8 Hydrolytic/cropped_72hr_pH8_W22.JPG,8,22,72,train
Preprocessed_Data/95 hr/pH8 Hydrolytic/cropped_95hr_pH8_W22.JPG,8,22,95,train
Preprocessed_Data/120 hr/pH8 Hydrolytic/cropped_120hr_pH8_W22.JPG,8,22,120,train
Preprocessed_Data/168 hr/pH8 Hydrolytic/cropped_168hr_pH8_W22.JPG,8,22,168,train
Preprocessed_Data/192 hr/pH8 Hydrolytic/cropped_192hr_pH8_W22.JPG,8,22,192,train
Preprocessed_Data/216 hr/pH8 Hydrolytic/cropped_216hr_pH8_W22.JPG,8,22,216,train
Preprocessed_Data/264 hr/pH8 Hydrolytic/cropped_264hr_pH8_W22.JPG,8,22,264,train
Preprocessed_Data/0 hr/pH8 Hydrolytic/cropped_0hr_pH8_W23.JPG,8,23,0,train
Preprocessed_Data/24 hr/pH8 Hydrolytic/cropped_24hr_pH8_W23.JPG,8,23,24,train
Preprocessed_Data/30 hr/pH8 Hydrolytic/cropped_30hr_pH8_W23.JPG,8,23,30,train
Preprocessed_Data/48 hr/pH8 Hydrolytic/cropped_48hr_pH8_W23.JPG,8,23,48,train
Preprocessed_Data/72 hr/pH8 Hydrolytic/cropped_72hr_pH8_W23.JPG,8,23,72,train
Preprocessed_Data/95 hr/pH8 Hydrolytic/cropped_95hr_pH8_W23.JPG,8,23,95,train
Preprocessed_Data/120 hr/pH8 Hydrolytic/cropped_120hr_pH8_W23.JPG,8,23,120,train
Preprocessed_Data/168 hr/pH8 Hydrolytic/cropped_168hr_pH8_W23.JPG,8,23,168,train
Preprocessed_Data/192 hr/pH8 Hydrolytic/cropped_192hr_pH8_W23.JPG,8,23,192,train
Preprocessed_Data/216 hr/pH8 Hydrolytic/cropped_216hr_pH8_W23.JPG,8,23,216,train
Preprocessed_Data/264 hr/pH8 Hydrolytic/cropped_264hr_pH8_W23.JPG,8,23,264,train
Preprocessed_Data/0 hr/pH8 Hydrolytic/cropped_0hr_pH8_W25.JPG,8,25,0,train
Preprocessed_Data/24 hr/pH8 Hydrolytic/cropped_24hr_pH8_W25.JPG,8,25,24,train
Preprocessed_Data/30 hr/pH8 Hydrolytic/cropped_30hr_pH8_W25.JPG,8,25,30,train
Preprocessed_Data/48 hr/pH8 Hydrolytic/cropped_48hr_pH8_W25.JPG,8,25,48,train
Preprocessed_Data/72 hr/pH8 Hydrolytic/cropped_72hr_pH8_W25.JPG,8,25,72,train
Preprocessed_Data/95 hr/pH8 Hydrolytic/cropped_95hr_pH8_W25.JPG,8,25,95,train
Preprocessed_Data/120 hr/pH8 Hydrolytic/cropped_120hr_pH8_W25.JPG,8,25,120,train
Preprocessed_Data/168 hr/pH8 Hydrolytic/cropped_168hr_pH8_W25.JPG,8,25,168,train
Preprocessed_Data/192 hr/pH8 Hydrolytic/cropped_192hr_pH8_W25.JPG,8,25,192,train
Preprocessed_Data/216 hr/pH8 Hydrolytic/cropped_216hr_pH8_W25.JPG,8,25,216,train
Preprocessed_Data/264 hr/pH8 Hydrolytic/cropped_264hr_pH8_W25.JPG,8,25,264,train
Preprocessed_Data/0 hr/pH8 Hydrolytic/cropped_0hr_pH8_W26.JPG,8,26,0,train
Preprocessed_Data/24 hr/pH8 Hydrolytic/cropped_24hr_pH8_W26.JPG,8,26,24,train
Preprocessed_Data/30 hr/pH8 Hydrolytic/cropped_30hr_pH8_W26.JPG,8,26,30,train
Preprocessed_Data/48 hr/pH8 Hydrolytic/cropped_48hr_pH8_W26.JPG,8,26,48,train
Preprocessed_Data/72 hr/pH8 Hydrolytic/cropped_72hr_pH8_W26.JPG,8,26,72,train
Preprocessed_Data/95 hr/pH8 Hydrolytic/cropped_95hr_pH8_W26.JPG,8,26,95,train
Preprocessed_Data/120 hr/pH8 Hydrolytic/cropped_120hr_pH8_W26.JPG,8,26,120,train
Preprocessed_Data/168 hr/pH8 Hydrolytic/cropped_168hr_pH8_W26.JPG,8,26,168,train
Preprocessed_Data/192 hr/pH8 Hydrolytic/cropped_192hr_pH8_W26.JPG,8,26,192,train
Preprocessed_Data/216 hr/pH8 Hydrolytic/cropped_216hr_pH8_W26.JPG,8,26,216,train
Preprocessed_Data/264 hr/pH8 Hydrolytic/cropped_264hr_pH8_W26.JPG,8,26,264,train
Preprocessed_Data/0 hr/pH8 Hydrolytic/cropped_0hr_pH8_W27.JPG,8,27,0,train
Preprocessed_Data/24 hr/pH8 Hydrolytic/cropped_24hr_pH8_W27.JPG,8,27,24,train
Preprocessed_Data/30 hr/pH8 Hydrolytic/cropped_30hr_pH8_W27.JPG,8,27,30,train
Preprocessed_Data/48 hr/pH8 Hydrolytic/cropped_48hr_pH8_W27.JPG,8,27,48,train
Preprocessed_Data/72 hr/pH8 Hydrolytic/cropped_72hr_pH8_W27.JPG,8,27,72,train
Preprocessed_Data/95 hr/pH8 Hydrolytic/cropped_95hr_pH8_W27.JPG,8,27,95,train
Preprocessed_Data/120 hr/pH8 Hydrolytic/cropped_120hr_pH8_W27.JPG,8,27,120,train
Preprocessed_Data/168 hr/pH8 Hydrolytic/cropped_168hr_pH8_W27.JPG,8,27,168,train
Preprocessed_Data/192 hr/pH8 Hydrolytic/cropped_192hr_pH8_W27.JPG,8,27,192,train
Preprocessed_Data/216 hr/pH8 Hydrolytic/cropped_216hr_pH8_W27.JPG,8,27,216,train
Preprocessed_Data/264 hr/pH8 Hydrolytic/cropped_264hr_pH8_W27.JPG,8,27,264,train
Preprocessed_Data/0 hr/pH8 Hydrolytic/cropped_0hr_pH8_W28.JPG,8,28,0,train
Preprocessed_Data/24 hr/pH8 Hydrolytic/cropped_24hr_pH8_W28.JPG,8,28,24,train
Preprocessed_Data/30 hr/pH8 Hydrolytic/cropped_30hr_pH8_W28.JPG,8,28,30,train
Preprocessed_Data/48 hr/pH8 Hydrolytic/cropped_48hr_pH8_W28.JPG,8,28,48,train
Preprocessed_Data/72 hr/pH8 Hydrolytic/cropped_72hr_pH8_W28.JPG,8,28,72,train
Preprocessed_Data/95 hr/pH8 Hydrolytic/cropped_95hr_pH8_W28.JPG,8,28,95,train
Preprocessed_Data/120 hr/pH8 Hydrolytic/cropped_120hr_pH8_W28.JPG,8,28,120,train
Preprocessed_Data/168 hr/pH8 Hydrolytic/cropped_168hr_pH8_W28.JPG,8,28,168,train
Preprocessed_Data/192 hr/pH8 Hydrolytic/cropped_192hr_pH8_W28.JPG,8,28,192,train
Preprocessed_Data/216 hr/pH8 Hydrolytic/cropped_216hr_pH8_W28.JPG,8,28,216,train
Preprocessed_Data/264 hr/pH8 Hydrolytic/cropped_264hr_pH8_W28.JPG,8,28,264,train
Preprocessed_Data/0 hr/pH8 Hydrolytic/cropped_0hr_pH8_W29.JPG,8,29,0,train
Preprocessed_Data/24 hr/pH8 Hydrolytic/cropped_24hr_pH8_W29.JPG,8,29,24,train
Preprocessed_Data/30 hr/pH8 Hydrolytic/cropped_30hr_pH8_W29.JPG,8,29,30,train
Preprocessed_Data/48 hr/pH8 Hydrolytic/cropped_48hr_pH8_W29.JPG,8,29,48,train
Preprocessed_Data/72 hr/pH8 Hydrolytic/cropped_72hr_pH8_W29.JPG,8,29,72,train
Preprocessed_Data/95 hr/pH8 Hydrolytic/cropped_95hr_pH8_W29.JPG,8,29,95,train
Preprocessed_Data/120 hr/pH8 Hydrolytic/cropped_120hr_pH8_W29.JPG,8,29,120,train
Preprocessed_Data/168 hr/pH8 Hydrolytic/cropped_168hr_pH8_W29.JPG,8,29,168,train
Preprocessed_Data/192 hr/pH8 Hydrolytic/cropped_192hr_pH8_W29.JPG,8,29,192,train
Preprocessed_Data/216 hr/pH8 Hydrolytic/cropped_216hr_pH8_W29.JPG,8,29,216,train
Preprocessed_Data/264 hr/pH8 Hydrolytic/cropped_264hr_pH8_W29.JPG,8,29,264,train
Preprocessed_Data/0 hr/pH8 Hydrolytic/cropped_0hr_pH8_W31.JPG,8,31,0,train
Preprocessed_Data/24 hr/pH8 Hydrolytic/cropped_24hr_pH8_W31.JPG,8,31,24,train
Preprocessed_Data/30 hr/pH8 Hydrolytic/cropped_30hr_pH8_W31.JPG,8,31,30,train
Preprocessed_Data/48 hr/pH8 Hydrolytic/cropped_48hr_pH8_W31.JPG,8,31,48,train
Preprocessed_Data/72 hr/pH8 Hydrolytic/cropped_72hr_pH8_W31.JPG,8,31,72,train
Preprocessed_Data/95 hr/pH8 Hydrolytic/cropped_95hr_pH8_W31.JPG,8,31,95,train
Preprocessed_Data/120 hr/pH8 Hydrolytic/cropped_120hr_pH8_W31.JPG,8,31,120,train
Preprocessed_Data/168 hr/pH8 Hydrolytic/cropped_168hr_pH8_W31.JPG,8,31,168,train
Preprocessed_Data/192 hr/pH8 Hydrolytic/cropped_192hr_pH8_W31.JPG,8,31,192,train
Preprocessed_Data/216 hr/pH8 Hydrolytic/cropped_216hr_pH8_W31.JPG,8,31,216,train
Preprocessed_Data/264 hr/pH8 Hydrolytic/cropped_264hr_pH8_W31.JPG,8,31,264,train
Preprocessed_Data/0 hr/pH8 Hydrolytic/cropped_0hr_pH8_W32.JPG,8,32,0,train
Preprocessed_Data/24 hr/pH8 Hydrolytic/cropped_24hr_pH8_W32.JPG,8,32,24,train
Preprocessed_Data/30 hr/pH8 Hydrolytic/cropped_30hr_pH8_W32.JPG,8,32,30,train
Preprocessed_Data/48 hr/pH8 Hydrolytic/cropped_48hr_pH8_W32.JPG,8,32,48,train
Preprocessed_Data/72 hr/pH8 Hydrolytic/cropped_72hr_pH8_W32.JPG,8,32,72,train
Preprocessed_Data/95 hr/pH8 Hydrolytic/cropped_95hr_pH8_W32.JPG,8,32,95,train
Preprocessed_Data/120 hr/pH8 Hydrolytic/cropped_120hr_pH8_W32.JPG,8,32,120,train
